duration,data,name,provider,data_in_mb,price,is_promo
30,0,Local United States of America - 30 Days - 50 GB,telna,51200,32.99,False
30,20,Local United States of America - 30 Days - 20 GB,telna,20480,16.99,False
30,10,Local United States of America - 30 Days - 10 GB,telna,10240,9.99,False
15,5,Local United States of America - 15 Days - 5 GB,telna,5120,5.79,False
15,3,Local United States of America - 15 Days - 3 GB,telna,3072,3.99,False
7,2,Local United States of America - 7 Days - 2 GB,telna,2048,2.99,False
7,1,Local United States of America - 7 Days - 1 GB,telna,1024,1.29,False
1,1,Local United States of America - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local United States of America - 1 Day - 500 MB,telna,500,0.69,False
30,100,Local Turkey - 30 Days - 100 GB,telna,102400,59.99,False
30,0,Local Turkey - 30 Days - 50 GB,telna,51200,32.29,False
30,20,Local Turkey - 30 Days - 20 GB,telna,20480,12.99,False
30,10,Local Turkey - 30 Days - 10 GB,telna,10240,5.99,False
15,5,Local Turkey - 15 Days - 5 GB,telna,5120,4.99,False
15,3,Local Turkey - 15 Days - 3 GB,telna,3072,3.79,False
7,2,Local Turkey - 7 Days - 2 GB,telna,2048,2.99,False
7,1,Local Turkey - 7 Days - 1 GB,telna,1024,1.79,False
1,1,Local Turkey - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Turkey - 1 Day - 500 MB,telna,500,0.59,False
30,10,Local United Arab Emirates - 30 Days - 10 GB,telna,10240,16.99,False
15,5,Local United Arab Emirates - 15 Days - 5 GB,telna,5120,10.99,False
15,3,Local United Arab Emirates - 15 Days - 3 GB,telna,3072,7.49,False
7,2,Local United Arab Emirates - 7 Days - 2 GB,telna,2048,5.49,False
7,1,Local United Arab Emirates - 7 Days - 1 GB,telna,1024,2.99,False
1,1,Local United Arab Emirates - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local United Arab Emirates - 1 Day - 500 MB,telna,500,0.69,False
30,0,Local Canada - 30 Days - 50 GB,telna,51200,49.99,False
30,20,Local Canada - 30 Days - 20 GB,telna,20480,23.49,False
30,10,Local Canada - 30 Days - 10 GB,telna,10240,13.99,False
15,5,Local Canada - 15 Days - 5 GB,telna,5120,8.99,False
15,3,Local Canada - 15 Days - 3 GB,telna,3072,6.49,False
7,2,Local Canada - 7 Days - 2 GB,telna,2048,4.79,False
7,1,Local Canada - 7 Days - 1 GB,telna,1024,2.49,False
1,1,Local Canada - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Canada - 1 Day - 500 MB,telna,500,0.59,False
30,0,Local Japan - 30 Days - 50 GB,telna,51200,49.99,False
30,20,Local Japan - 30 Days - 20 GB,telna,20480,24.99,False
30,10,Local Japan - 30 Days - 10 GB,telna,10240,13.89,False
15,5,Local Japan - 15 Days - 5 GB,telna,5120,7.99,False
15,3,Local Japan - 15 Days - 3 GB,telna,3072,5.59,False
7,2,Local Japan - 7 Days - 2 GB,telna,2048,4.29,False
7,1,Local Japan - 7 Days - 1 GB,telna,1024,2.29,False
1,1,Local Japan - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Japan - 1 Day - 500 MB,telna,500,0.59,False
30,10,Local Mexico - 30 Days - 10 GB,telna,10240,24.99,False
15,5,Local Mexico - 15 Days - 5 GB,telna,5120,15.99,False
15,3,Local Mexico - 15 Days - 3 GB,telna,3072,10.59,False
7,2,Local Mexico - 7 Days - 2 GB,telna,2048,7.59,False
7,1,Local Mexico - 7 Days - 1 GB,telna,1024,3.99,False
1,1,Local Mexico - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local Mexico - 1 Day - 500 MB,telna,500,0.69,False
30,0,Local China - 30 Days - 50 GB,telna,51200,49.99,False
30,20,Local China - 30 Days - 20 GB,citic,20480,25.99,False
30,10,Local China - 30 Days - 10 GB,citic,10240,14.19,False
15,5,Local China - 15 Days - 5 GB,citic,5120,8.99,False
15,3,Local China - 15 Days - 3 GB,citic,3072,5.99,False
7,2,Local China - 7 Days - 2 GB,citic,2048,4.39,False
7,1,Local China - 7 Days - 1 GB,citic,1024,2.49,False
1,1,Local China - 3 Days - 1 GB,citic,1024,0.89,False
1,0,Local China - 1 Day - 500 MB,citic,500,0.59,False
30,0,Local United Kingdom - 30 Days - 50 GB,telna,51200,29.99,False
30,20,Local United Kingdom - 30 Days - 20 GB,telna,20480,15.99,False
30,10,Local United Kingdom - 30 Days - 10 GB,telna,10240,9.99,False
15,5,Local United Kingdom - 15 Days - 5 GB,telna,5120,4.99,False
15,3,Local United Kingdom - 15 Days - 3 GB,telna,3072,2.99,False
7,2,Local United Kingdom - 7 Days - 2 GB,telna,2048,1.99,False
7,1,Local United Kingdom - 7 Days - 1 GB,telna,1024,0.99,False
1,1,Local United Kingdom - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local United Kingdom - 1 Day - 500 MB,telna,500,0.59,False
30,0,Local India - 30 Days - 50 GB,telna,51200,55.99,False
30,20,Local India - 30 Days - 20 GB,telna,20480,26.99,False
30,10,Local India - 30 Days - 10 GB,telna,10240,16.99,False
15,5,Local India - 15 Days - 5 GB,telna,5120,9.99,False
15,3,Local India - 15 Days - 3 GB,telna,3072,6.99,False
7,2,Local India - 7 Days - 2 GB,telna,2048,4.99,False
7,1,Local India - 7 Days - 1 GB,telna,1024,2.59,False
1,1,Local India - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local India - 1 Day - 500 MB,telna,500,0.59,False
30,0,Local Thailand - 30 Days - 50 GB,telna,51200,34.09,False
30,20,Local Thailand - 30 Days - 20 GB,citic,20480,18.99,False
30,10,Local Thailand - 30 Days - 10 GB,citic,10240,9.99,False
15,5,Local Thailand - 15 Days - 5 GB,citic,5120,7.59,False
15,3,Local Thailand - 15 Days - 3 GB,citic,3072,3.99,False
7,2,Local Thailand - 7 Days - 2 GB,citic,2048,3.39,False
7,1,Local Thailand - 7 Days - 1 GB,citic,1024,1.99,False
1,1,Local Thailand - 3 Days - 1 GB,citic,1024,0.89,False
1,0,Local Thailand - 1 Day - 500 MB,citic,500,0.59,False
30,0,Local Spain - 30 Days - 50 GB,telna,51200,27.99,False
30,20,Local Spain - 30 Days - 20 GB,telna,20480,17.99,False
30,10,Local Spain - 30 Days - 10 GB,telna,10240,9.99,False
15,5,Local Spain - 15 Days - 5 GB,telna,5120,5.99,False
15,3,Local Spain - 15 Days - 3 GB,telna,3072,3.99,False
7,2,Local Spain - 7 Days - 2 GB,telna,2048,2.99,False
7,1,Local Spain - 7 Days - 1 GB,telna,1024,1.59,False
1,1,Local Spain - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Spain - 1 Day - 500 MB,telna,500,0.59,False
30,20,Local Saudi Arabia - 30 Days - 20 GB,telna,20480,47.99,False
30,10,Local Saudi Arabia - 30 Days - 10 GB,telna,10240,24.99,False
15,5,Local Saudi Arabia - 15 Days - 5 GB,telna,5120,15.19,False
15,3,Local Saudi Arabia - 15 Days - 3 GB,telna,3072,10.29,False
7,2,Local Saudi Arabia - 7 Days - 2 GB,telna,2048,7.79,False
7,1,Local Saudi Arabia - 7 Days - 1 GB,telna,1024,3.99,False
1,1,Local Saudi Arabia - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local Saudi Arabia - 1 Day - 500 MB,telna,500,0.69,False
30,20,Local Egypt - 30 Days - 20 GB,telna,20480,57.99,False
30,10,Local Egypt - 30 Days - 10 GB,telna,10240,31.99,False
15,5,Local Egypt - 15 Days - 5 GB,telna,5120,19.89,False
15,3,Local Egypt - 15 Days - 3 GB,telna,3072,13.59,False
7,2,Local Egypt - 7 Days - 2 GB,telna,2048,9.49,False
7,1,Local Egypt - 7 Days - 1 GB,telna,1024,4.89,False
1,1,Local Egypt - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local Egypt - 1 Day - 500 MB,telna,500,0.69,False
30,0,Local Germany - 30 Days - 50 GB,telna,51200,32.99,False
30,20,Local Germany - 30 Days - 20 GB,telna,20480,16.99,False
30,10,Local Germany - 30 Days - 10 GB,telna,10240,9.79,False
15,5,Local Germany - 15 Days - 5 GB,telna,5120,5.49,False
15,3,Local Germany - 15 Days - 3 GB,telna,3072,3.79,False
7,2,Local Germany - 7 Days - 2 GB,telna,2048,2.79,False
7,1,Local Germany - 7 Days - 1 GB,telna,1024,1.59,False
1,1,Local Germany - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Germany - 1 Day - 500 MB,telna,500,0.59,False
30,0,Local Italy - 30 Days - 50 GB,telna,51200,29.99,False
30,20,Local Italy - 30 Days - 20 GB,telna,20480,15.99,False
30,10,Local Italy - 30 Days - 10 GB,telna,10240,9.49,False
15,5,Local Italy - 15 Days - 5 GB,telna,5120,5.99,False
15,3,Local Italy - 15 Days - 3 GB,telna,3072,3.99,False
7,2,Local Italy - 7 Days - 2 GB,telna,2048,2.99,False
7,1,Local Italy - 7 Days - 1 GB,telna,1024,1.59,False
1,1,Local Italy - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Italy - 1 Day - 500 MB,telna,500,0.59,False
30,0,Local France - 30 Days - 50 GB,telna,51200,29.99,False
30,20,Local France - 30 Days - 20 GB,telna,20480,16.49,False
30,10,Local France - 30 Days - 10 GB,telna,10240,8.99,False
15,5,Local France - 15 Days - 5 GB,telna,5120,5.29,False
15,3,Local France - 15 Days - 3 GB,telna,3072,3.49,False
7,2,Local France - 7 Days - 2 GB,telna,2048,2.79,False
7,1,Local France - 7 Days - 1 GB,telna,1024,1.49,False
1,1,Local France - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local France - 1 Day - 500 MB,telna,500,0.59,False
30,20,Local Indonesia - 30 Days - 20 GB,telna,20480,25.99,False
30,10,Local Indonesia - 30 Days - 10 GB,telna,10240,16.99,False
15,5,Local Indonesia - 15 Days - 5 GB,telna,5120,10.99,False
15,3,Local Indonesia - 15 Days - 3 GB,telna,3072,7.49,False
7,2,Local Indonesia - 7 Days - 2 GB,telna,2048,5.49,False
7,1,Local Indonesia - 7 Days - 1 GB,telna,1024,2.99,False
1,1,Local Indonesia - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Indonesia - 1 Day - 500 MB,telna,500,0.59,False
30,20,Local Philippines - 30 Days - 20 GB,telna,20480,27.99,False
30,10,Local Philippines - 30 Days - 10 GB,telna,10240,15.99,False
15,5,Local Philippines - 15 Days - 5 GB,telna,5120,9.29,False
15,3,Local Philippines - 15 Days - 3 GB,telna,3072,6.29,False
7,2,Local Philippines - 7 Days - 2 GB,telna,2048,4.79,False
7,1,Local Philippines - 7 Days - 1 GB,telna,1024,2.59,False
1,1,Local Philippines - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local Philippines - 1 Day - 500 MB,telna,500,0.69,False
30,20,Local Malaysia - 30 Days - 20 GB,telna,20480,37.99,False
30,10,Local Malaysia - 30 Days - 10 GB,telna,10240,23.79,False
15,5,Local Malaysia - 15 Days - 5 GB,telna,5120,14.29,False
15,3,Local Malaysia - 15 Days - 3 GB,telna,3072,9.99,False
7,2,Local Malaysia - 7 Days - 2 GB,telna,2048,7.59,False
7,1,Local Malaysia - 7 Days - 1 GB,telna,1024,4.49,False
1,1,Local Malaysia - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Malaysia - 1 Day - 500 MB,telna,500,0.59,False
30,50,Local Switzerland - 30 Days - 50 GB,telna,51200,42.99,False
30,20,Local Switzerland - 30 Days - 20 GB,telna,20480,19.99,False
30,10,Local Switzerland - 30 Days - 10 GB,telna,10240,11.79,False
15,5,Local Switzerland - 15 Days - 5 GB,telna,5120,6.99,False
15,3,Local Switzerland - 15 Days - 3 GB,telna,3072,4.59,False
7,2,Local Switzerland - 7 Days - 2 GB,telna,2048,3.49,False
7,1,Local Switzerland - 7 Days - 1 GB,telna,1024,1.89,False
1,1,Local Switzerland - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Switzerland - 1 Day - 500 MB,telna,500,0.59,False
30,10,Local Morocco - 30 Days - 10 GB,telna,10240,28.99,False
15,5,Local Morocco - 15 Days - 5 GB,telna,5120,18.99,False
15,3,Local Morocco - 15 Days - 3 GB,telna,3072,12.99,False
7,2,Local Morocco - 7 Days - 2 GB,telna,2048,8.99,False
7,1,Local Morocco - 7 Days - 1 GB,telna,1024,4.59,False
30,50,Local Singapore - 30 Days - 50 GB,telna,51200,39.99,False
30,20,Local Singapore - 30 Days - 20 GB,telna,20480,19.99,False
30,10,Local Singapore - 30 Days - 10 GB,telna,10240,11.99,False
15,5,Local Singapore - 15 Days - 5 GB,telna,5120,6.99,False
15,3,Local Singapore - 15 Days - 3 GB,telna,3072,4.99,False
7,2,Local Singapore - 7 Days - 2 GB,telna,2048,3.79,False
7,1,Local Singapore - 7 Days - 1 GB,telna,1024,1.99,False
1,1,Local Singapore - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Singapore - 1 Day - 500 MB,telna,500,0.59,False
15,3,Local Brazil - 15 Days - 3 GB,telna,3072,10.99,False
7,2,Local Brazil - 7 Days - 2 GB,telna,2048,7.59,False
7,1,Local Brazil - 7 Days - 1 GB,telna,1024,4.49,False
30,10,Local South Korea - 30 Days - 10 GB,telna,10240,24.99,False
15,5,Local South Korea - 15 Days - 5 GB,telna,5120,13.99,False
15,3,Local South Korea - 15 Days - 3 GB,telna,3072,8.99,False
7,2,Local South Korea - 7 Days - 2 GB,telna,2048,5.99,False
7,1,Local South Korea - 7 Days - 1 GB,telna,1024,3.99,False
1,1,Local South Korea - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local South Korea - 1 Day - 500 MB,telna,500,0.69,False
30,20,Local Albania - 30 Days - 20 GB,telna,20480,39.99,False
30,10,Local Albania - 30 Days - 10 GB,telna,10240,24.99,False
15,5,Local Albania - 15 Days - 5 GB,telna,5120,15.99,False
15,3,Local Albania - 15 Days - 3 GB,telna,3072,10.59,False
7,2,Local Albania - 7 Days - 2 GB,telna,2048,7.99,False
7,1,Local Albania - 7 Days - 1 GB,telna,1024,4.39,False
1,1,Local Albania - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local Albania - 1 Day - 500 MB,telna,500,0.69,False
30,10,Local Oman - 30 Days - 10 GB,telna,10240,24.99,False
15,5,Local Oman - 15 Days - 5 GB,telna,5120,14.29,False
15,3,Local Oman - 15 Days - 3 GB,telna,3072,9.99,False
7,2,Local Oman - 7 Days - 2 GB,telna,2048,7.59,False
7,1,Local Oman - 7 Days - 1 GB,telna,1024,4.39,False
1,0,Local Oman - 1 Day - 500 MB,telna,500,0.69,False
30,0,Local Australia - 30 Days - 50 GB,telna,51200,49.99,False
30,20,Local Australia - 30 Days - 20 GB,telna,20480,25.99,False
30,10,Local Australia - 30 Days - 10 GB,telna,10240,15.99,False
15,5,Local Australia - 15 Days - 5 GB,telna,5120,8.99,False
15,3,Local Australia - 15 Days - 3 GB,telna,3072,5.99,False
7,2,Local Australia - 7 Days - 2 GB,telna,2048,4.39,False
7,1,Local Australia - 7 Days - 1 GB,telna,1024,2.49,False
1,1,Local Australia - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Australia - 1 Day - 500 MB,telna,500,0.59,False
30,0,Local Hong Kong - 30 Days - 50 GB,telna,51200,39.59,False
30,20,Local Hong Kong - 30 Days - 20 GB,citic,20480,29.99,False
30,10,Local Hong Kong - 30 Days - 10 GB,citic,10240,16.99,False
15,5,Local Hong Kong - 15 Days - 5 GB,citic,5120,11.49,False
15,3,Local Hong Kong - 15 Days - 3 GB,citic,3072,7.99,False
7,2,Local Hong Kong - 7 Days - 2 GB,citic,2048,5.49,False
7,1,Local Hong Kong - 7 Days - 1 GB,citic,1024,3.49,False
1,1,Local Hong Kong - 3 Days - 1 GB,citic,1024,0.89,False
1,0,Local Hong Kong - 1 Day - 500 MB,citic,500,0.59,False
30,50,Local Netherlands - 30 Days - 50 GB,telna,51200,29.99,False
30,50,Local Netherlands - 30 Days - 50 GB,telna,51200,29.99,False
30,20,Local Netherlands - 30 Days - 20 GB,telna,20480,16.99,False
30,10,Local Netherlands - 30 Days - 10 GB,telna,10240,9.99,False
15,5,Local Netherlands - 15 Days - 5 GB,telna,5120,6.99,False
15,3,Local Netherlands - 15 Days - 3 GB,telna,3072,4.99,False
7,2,Local Netherlands - 7 Days - 2 GB,telna,2048,3.79,False
7,1,Local Netherlands - 7 Days - 1 GB,telna,1024,1.99,False
1,1,Local Netherlands - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Netherlands - 1 Day - 500 MB,telna,500,0.59,False
15,5,Local Qatar - 15 Days - 5 GB,telna,5120,17.79,False
15,3,Local Qatar - 15 Days - 3 GB,telna,3072,11.39,False
7,2,Local Qatar - 7 Days - 2 GB,telna,2048,8.59,False
7,1,Local Qatar - 7 Days - 1 GB,telna,1024,4.79,False
1,1,Local Qatar - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local Qatar - 1 Day - 500 MB,telna,500,0.69,False
30,20,Local Vietnam - 30 Days - 20 GB,telna,20480,40.99,False
30,10,Local Vietnam - 30 Days - 10 GB,telna,10240,21.99,False
15,5,Local Vietnam - 15 Days - 5 GB,telna,5120,12.49,False
15,3,Local Vietnam - 15 Days - 3 GB,telna,3072,10.99,False
7,2,Local Vietnam - 7 Days - 2 GB,telna,2048,6.99,False
7,1,Local Vietnam - 7 Days - 1 GB,telna,1024,3.99,False
1,1,Local Vietnam - 3 Days - 1 GB,citic,1024,0.99,False
1,0,Local Vietnam - 1 Day - 500 MB,citic,500,0.69,False
30,10,Local Tunisia - 30 Days - 10 GB,telna,10240,27.59,False
15,5,Local Tunisia - 15 Days - 5 GB,telna,5120,16.19,False
15,3,Local Tunisia - 15 Days - 3 GB,telna,3072,10.89,False
7,2,Local Tunisia - 7 Days - 2 GB,telna,2048,8.59,False
7,1,Local Tunisia - 7 Days - 1 GB,telna,1024,4.79,False
1,1,Local Tunisia - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Tunisia - 1 Day - 500 MB,telna,500,0.59,False
30,20,Local South Africa - 30 Days - 20 GB,telna,20480,26.69,False
30,10,Local South Africa - 30 Days - 10 GB,telna,10240,17.59,False
15,5,Local South Africa - 15 Days - 5 GB,telna,5120,10.59,False
15,3,Local South Africa - 15 Days - 3 GB,telna,3072,21.99,False
7,2,Local South Africa - 7 Days - 2 GB,telna,2048,15.99,False
7,1,Local South Africa - 7 Days - 1 GB,telna,1024,8.99,False
1,1,Local South Africa - 1 Day - 1 GB,telna,1024,8.99,False
15,3,Local Peru - 15 Days - 3 GB,telna,3072,14.29,False
7,2,Local Peru - 7 Days - 2 GB,telna,2048,9.99,False
7,1,Local Peru - 7 Days - 1 GB,telna,1024,5.89,False
30,20,Local Serbia - 30 Days - 20 GB,telna,20480,69.99,False
30,10,Local Serbia - 30 Days - 10 GB,telna,10240,37.99,False
15,5,Local Serbia - 15 Days - 5 GB,telna,5120,19.99,False
15,3,Local Serbia - 15 Days - 3 GB,telna,3072,12.39,False
7,2,Local Serbia - 7 Days - 2 GB,telna,2048,8.49,False
7,1,Local Serbia - 7 Days - 1 GB,telna,1024,4.79,False
1,1,Local Serbia - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local Serbia - 1 Day - 500 MB,telna,500,0.69,False
15,5,Local Colombia - 15 Days - 5 GB,telna,5120,30.89,False
15,3,Local Colombia - 15 Days - 3 GB,telna,3072,19.99,False
7,2,Local Colombia - 7 Days - 2 GB,telna,2048,14.29,False
7,1,Local Colombia - 7 Days - 1 GB,telna,1024,7.99,False
30,20,Local Taiwan - 30 Days - 20 GB,citic,20480,29.99,False
30,10,Local Taiwan - 30 Days - 10 GB,citic,10240,16.99,False
15,5,Local Taiwan - 15 Days - 5 GB,citic,5120,11.99,False
15,3,Local Taiwan - 15 Days - 3 GB,citic,3072,7.99,False
7,2,Local Taiwan - 7 Days - 2 GB,citic,2048,5.49,False
7,1,Local Taiwan - 7 Days - 1 GB,citic,1024,3.49,False
1,1,Local Taiwan - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Taiwan - 1 Day - 500 MB,telna,500,0.59,False
1,1,Local Poland - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Poland - 1 Day - 500 MB,telna,500,0.59,False
15,5,Local Brunei - 15 Days - 5 GB,telna,5120,25.69,False
15,3,Local Brunei - 15 Days - 3 GB,telna,3072,17.09,False
7,2,Local Brunei - 7 Days - 2 GB,telna,2048,15.99,False
7,1,Local Brunei - 7 Days - 1 GB,telna,1024,8.59,False
1,1,Local Brunei - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local Brunei - 1 Day - 500 MB,telna,500,0.69,False
30,10,Local Georgia - 30 Days - 10 GB,telna,10240,33.29,False
15,5,Local Georgia - 15 Days - 5 GB,telna,5120,18.99,False
15,3,Local Georgia - 15 Days - 3 GB,telna,3072,12.79,False
7,2,Local Georgia - 7 Days - 2 GB,telna,2048,9.39,False
7,1,Local Georgia - 7 Days - 1 GB,telna,1024,5.29,False
1,1,Local Georgia - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Georgia - 1 Day - 500 MB,telna,500,0.59,False
30,100,Local Ukraine - 30 Days - 100 GB,telna,102400,44.99,False
30,50,Local Ukraine - 30 Days - 50 GB,telna,51200,24.99,False
30,20,Local Ukraine - 30 Days - 20 GB,telna,20480,11.49,False
30,10,Local Ukraine - 30 Days - 10 GB,telna,10240,6.69,False
15,5,Local Ukraine - 15 Days - 5 GB,telna,5120,3.79,False
15,3,Local Ukraine - 15 Days - 3 GB,telna,3072,2.59,False
7,2,Local Ukraine - 7 Days - 2 GB,telna,2048,1.89,False
7,1,Local Ukraine - 7 Days - 1 GB,telna,1024,0.99,False
7,1,Local Ukraine - 7 Days - 1 GB,telna,1024,4.99,False
1,1,Local Ukraine - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Ukraine - 1 Day - 500 MB,telna,500,0.59,False
30,20,Local Azerbaijan - 30 Days - 20 GB,telna,20480,64.99,False
30,10,Local Azerbaijan - 30 Days - 10 GB,telna,10240,37.99,False
15,5,Local Azerbaijan - 15 Days - 5 GB,telna,5120,19.99,False
15,3,Local Azerbaijan - 15 Days - 3 GB,telna,3072,13.29,False
7,2,Local Azerbaijan - 7 Days - 2 GB,telna,2048,11.99,False
7,1,Local Azerbaijan - 7 Days - 1 GB,telna,1024,6.69,False
1,1,Local Azerbaijan - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local Azerbaijan - 1 Day - 500 MB,telna,500,0.69,False
15,5,Local Dominican Republic - 15 Days - 5 GB,telna,5120,37.49,False
15,3,Local Dominican Republic - 15 Days - 3 GB,telna,3072,23.79,False
7,2,Local Dominican Republic - 7 Days - 2 GB,telna,2048,17.09,False
7,1,Local Dominican Republic - 7 Days - 1 GB,telna,1024,9.39,False
30,20,Local Montenegro - 30 Days - 20 GB,telna,20480,41.99,False
30,10,Local Montenegro - 30 Days - 10 GB,telna,10240,23.99,False
15,5,Local Montenegro - 15 Days - 5 GB,telna,5120,16.59,False
15,3,Local Montenegro - 15 Days - 3 GB,telna,3072,14.29,False
7,2,Local Montenegro - 7 Days - 2 GB,telna,2048,10.99,False
7,1,Local Montenegro - 7 Days - 1 GB,telna,1024,6.19,False
1,1,Local Montenegro - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Montenegro - 1 Day - 500 MB,telna,500,0.59,False
30,20,Local Greece - 30 Days - 20 GB,telna,20480,39.99,False
30,10,Local Greece - 30 Days - 10 GB,telna,10240,23.79,False
15,5,Local Greece - 15 Days - 5 GB,telna,5120,14.29,False
15,3,Local Greece - 15 Days - 3 GB,telna,3072,11.39,False
7,2,Local Greece - 7 Days - 2 GB,telna,2048,8.59,False
7,1,Local Greece - 7 Days - 1 GB,telna,1024,4.89,False
1,1,Local Greece - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Greece - 1 Day - 500 MB,telna,500,0.59,False
30,20,Local Portugal - 30 Days - 20 GB,telna,20480,30.39,False
30,10,Local Portugal - 30 Days - 10 GB,telna,10240,16.19,False
15,5,Local Portugal - 15 Days - 5 GB,telna,5120,9.49,False
15,3,Local Portugal - 15 Days - 3 GB,telna,3072,8.99,False
7,2,Local Portugal - 7 Days - 2 GB,telna,2048,6.69,False
7,1,Local Portugal - 7 Days - 1 GB,telna,1024,4.49,False
