country,days,package_type,price
Thailand,79,unlimited,128.62
Thailand,80,unlimited,129.71
Thailand,81,unlimited,130.80
Thailand,82,unlimited,131.89
Thailand,83,unlimited,132.98
Thailand,84,unlimited,134.07
Thailand,85,unlimited,135.16
Thailand,86,unlimited,136.25
Thailand,87,unlimited,137.34
Thailand,88,unlimited,138.43
Thailand,89,unlimited,139.52
Thailand,90,unlimited,140.61
Vietnam,1,unlimited,6.54
Vietnam,2,unlimited,9.81
Vietnam,3,unlimited,13.08
Vietnam,4,unlimited,16.35
Vietnam,5,unlimited,20.71
Vietnam,6,unlimited,25.07
Vietnam,7,unlimited,29.43
Vietnam,8,unlimited,31.61
Vietnam,9,unlimited,34.88
Vietnam,10,unlimited,37.06
Vietnam,11,unlimited,40.33
Vietnam,12,unlimited,43.60
Vietnam,13,unlimited,45.78
Vietnam,14,unlimited,47.96
Vietnam,15,unlimited,51.23
Vietnam,16,unlimited,53.41
Vietnam,17,unlimited,54.50
Vietnam,18,unlimited,56.68
Vietnam,19,unlimited,59.95
Vietnam,20,unlimited,62.13
Vietnam,21,unlimited,64.31
Vietnam,22,unlimited,65.40
Vietnam,23,unlimited,66.49
Vietnam,24,unlimited,67.58
Vietnam,25,unlimited,68.67
Vietnam,26,unlimited,69.76
Vietnam,27,unlimited,70.85
Vietnam,28,unlimited,71.94
Vietnam,29,unlimited,73.03
Vietnam,30,unlimited,75.21
Vietnam,31,unlimited,76.30
Vietnam,32,unlimited,77.39
Vietnam,33,unlimited,78.48
Vietnam,34,unlimited,79.57
Vietnam,35,unlimited,80.66
Vietnam,36,unlimited,81.75
Vietnam,37,unlimited,82.84
Vietnam,38,unlimited,83.93
Vietnam,39,unlimited,85.02
Vietnam,40,unlimited,86.11
Vietnam,41,unlimited,87.20
Vietnam,42,unlimited,88.29
Vietnam,43,unlimited,89.38
Vietnam,44,unlimited,90.47
Vietnam,45,unlimited,91.56
Vietnam,46,unlimited,92.65
Vietnam,47,unlimited,93.74
Vietnam,48,unlimited,94.83
Vietnam,49,unlimited,95.92
Vietnam,50,unlimited,97.01
Vietnam,51,unlimited,98.10
Vietnam,52,unlimited,99.19
Vietnam,53,unlimited,100.28
Vietnam,54,unlimited,101.37
Vietnam,55,unlimited,102.46
Vietnam,56,unlimited,103.55
Vietnam,57,unlimited,104.64
Vietnam,58,unlimited,105.73
Vietnam,59,unlimited,106.82
Vietnam,60,unlimited,107.91
Vietnam,61,unlimited,109.00
Vietnam,62,unlimited,110.09
Vietnam,63,unlimited,111.18
Vietnam,64,unlimited,112.27
Vietnam,65,unlimited,113.36
Vietnam,66,unlimited,114.45
Vietnam,67,unlimited,115.54
Vietnam,68,unlimited,116.63
Vietnam,69,unlimited,117.72
Vietnam,70,unlimited,118.81
Vietnam,71,unlimited,119.90
Vietnam,72,unlimited,120.99
Vietnam,73,unlimited,122.08
Vietnam,74,unlimited,123.17
Vietnam,75,unlimited,124.26
Vietnam,76,unlimited,125.35
Vietnam,77,unlimited,126.44
Vietnam,78,unlimited,127.53
Vietnam,79,unlimited,128.62
Vietnam,80,unlimited,129.71
Vietnam,81,unlimited,130.80
Vietnam,82,unlimited,131.89
Vietnam,83,unlimited,132.98
Vietnam,84,unlimited,134.07
Vietnam,85,unlimited,135.16
Vietnam,86,unlimited,136.25
Vietnam,87,unlimited,137.34
Vietnam,88,unlimited,138.43
Vietnam,89,unlimited,139.52
Vietnam,90,unlimited,140.61
Malaysia,1,unlimited,6.54
Malaysia,2,unlimited,9.81
Malaysia,3,unlimited,13.08
Malaysia,4,unlimited,16.35
Malaysia,5,unlimited,20.71
Malaysia,6,unlimited,25.07
Malaysia,7,unlimited,29.43
Malaysia,8,unlimited,31.61
Malaysia,9,unlimited,34.88
Malaysia,10,unlimited,37.06
Malaysia,11,unlimited,40.33
Malaysia,12,unlimited,43.60
Malaysia,13,unlimited,45.78
Malaysia,14,unlimited,47.96
Malaysia,15,unlimited,51.23
Malaysia,16,unlimited,53.41
Malaysia,17,unlimited,54.50
Malaysia,18,unlimited,56.68
Malaysia,19,unlimited,59.95
Malaysia,20,unlimited,62.13
Malaysia,21,unlimited,64.31
Malaysia,22,unlimited,65.40
Malaysia,23,unlimited,66.49
Malaysia,24,unlimited,67.58
Malaysia,25,unlimited,68.67
Malaysia,26,unlimited,69.76
Malaysia,27,unlimited,70.85
Malaysia,28,unlimited,71.94
Malaysia,29,unlimited,73.03
Malaysia,30,unlimited,75.21
Malaysia,31,unlimited,76.30
Malaysia,32,unlimited,77.39
Malaysia,33,unlimited,78.48
Malaysia,34,unlimited,79.57
Malaysia,35,unlimited,80.66
Malaysia,36,unlimited,81.75
Malaysia,37,unlimited,82.84
Malaysia,38,unlimited,83.93
Malaysia,39,unlimited,85.02
Malaysia,40,unlimited,86.11
Malaysia,41,unlimited,87.20
Malaysia,42,unlimited,88.29
Malaysia,43,unlimited,89.38
Malaysia,44,unlimited,90.47
Malaysia,45,unlimited,91.56
Malaysia,46,unlimited,92.65
Malaysia,47,unlimited,93.74
Malaysia,48,unlimited,94.83
Malaysia,49,unlimited,95.92
Malaysia,50,unlimited,97.01
Malaysia,51,unlimited,98.10
Malaysia,52,unlimited,99.19
Malaysia,53,unlimited,100.28
Malaysia,54,unlimited,101.37
Malaysia,55,unlimited,102.46
Malaysia,56,unlimited,103.55
Malaysia,57,unlimited,104.64
Malaysia,58,unlimited,105.73
Malaysia,59,unlimited,106.82
Malaysia,60,unlimited,107.91
Malaysia,61,unlimited,109.00
Malaysia,62,unlimited,110.09
Malaysia,63,unlimited,111.18
Malaysia,64,unlimited,112.27
Malaysia,65,unlimited,113.36
Malaysia,66,unlimited,114.45
Malaysia,67,unlimited,115.54
Malaysia,68,unlimited,116.63
Malaysia,69,unlimited,117.72
Malaysia,70,unlimited,118.81
Malaysia,71,unlimited,119.90
Malaysia,72,unlimited,120.99
Malaysia,73,unlimited,122.08
Malaysia,74,unlimited,123.17
Malaysia,75,unlimited,124.26
Malaysia,76,unlimited,125.35
Malaysia,77,unlimited,126.44
Malaysia,78,unlimited,127.53
Malaysia,79,unlimited,128.62
Malaysia,80,unlimited,129.71
Malaysia,81,unlimited,130.80
Malaysia,82,unlimited,131.89
Malaysia,83,unlimited,132.98
Malaysia,84,unlimited,134.07
Malaysia,85,unlimited,135.16
Malaysia,86,unlimited,136.25
Malaysia,87,unlimited,137.34
Malaysia,88,unlimited,138.43
Malaysia,89,unlimited,139.52
Malaysia,90,unlimited,140.61
Singapore,1,unlimited,6.54
Singapore,2,unlimited,9.81
Singapore,3,unlimited,13.08
Singapore,4,unlimited,16.35
Singapore,5,unlimited,20.71
Singapore,6,unlimited,25.07
Singapore,7,unlimited,29.43
Singapore,8,unlimited,31.61
Singapore,9,unlimited,34.88
Singapore,10,unlimited,37.06
Singapore,11,unlimited,40.33
Singapore,12,unlimited,43.60
Singapore,13,unlimited,45.78
Singapore,14,unlimited,47.96
Singapore,15,unlimited,51.23
Singapore,16,unlimited,53.41
Singapore,17,unlimited,54.50
Singapore,18,unlimited,56.68
Singapore,19,unlimited,59.95
Singapore,20,unlimited,62.13
Singapore,21,unlimited,64.31
Singapore,22,unlimited,65.40
Singapore,23,unlimited,66.49
Singapore,24,unlimited,67.58
Singapore,25,unlimited,68.67
Singapore,26,unlimited,69.76
Singapore,27,unlimited,70.85
Singapore,28,unlimited,71.94
Singapore,29,unlimited,73.03
Singapore,30,unlimited,75.21
Singapore,31,unlimited,76.30
Singapore,32,unlimited,77.39
Singapore,33,unlimited,78.48
Singapore,34,unlimited,79.57
Singapore,35,unlimited,80.66
Singapore,36,unlimited,81.75
Singapore,37,unlimited,82.84
Singapore,38,unlimited,83.93
Singapore,39,unlimited,85.02
Singapore,40,unlimited,86.11
Singapore,41,unlimited,87.20
Singapore,42,unlimited,88.29
Singapore,43,unlimited,89.38
Singapore,44,unlimited,90.47
Singapore,45,unlimited,91.56
Singapore,46,unlimited,92.65
Singapore,47,unlimited,93.74
Singapore,48,unlimited,94.83
Singapore,49,unlimited,95.92
Singapore,50,unlimited,97.01
Singapore,51,unlimited,98.10
Singapore,52,unlimited,99.19
Singapore,53,unlimited,100.28
Singapore,54,unlimited,101.37
Singapore,55,unlimited,102.46
Singapore,56,unlimited,103.55
Singapore,57,unlimited,104.64
Singapore,58,unlimited,105.73
Singapore,59,unlimited,106.82
Singapore,60,unlimited,107.91
Singapore,61,unlimited,109.00
Singapore,62,unlimited,110.09
Singapore,63,unlimited,111.18
Singapore,64,unlimited,112.27
Singapore,65,unlimited,113.36
Singapore,66,unlimited,114.45
Singapore,67,unlimited,115.54
Singapore,68,unlimited,116.63
Singapore,69,unlimited,117.72
Singapore,70,unlimited,118.81
Singapore,71,unlimited,119.90
Singapore,72,unlimited,120.99
Singapore,73,unlimited,122.08
Singapore,74,unlimited,123.17
Singapore,75,unlimited,124.26
Singapore,76,unlimited,125.35
Singapore,77,unlimited,126.44
Singapore,78,unlimited,127.53
Singapore,79,unlimited,128.62
Singapore,80,unlimited,129.71
Singapore,81,unlimited,130.80
Singapore,82,unlimited,131.89
Singapore,83,unlimited,132.98
Singapore,84,unlimited,134.07
Singapore,85,unlimited,135.16
Singapore,86,unlimited,136.25
Singapore,87,unlimited,137.34
Singapore,88,unlimited,138.43
Singapore,89,unlimited,139.52
Singapore,90,unlimited,140.61
United States,1,unlimited,6.54
United States,2,unlimited,9.81
United States,3,unlimited,13.08
United States,4,unlimited,16.35
United States,5,unlimited,20.71
United States,6,unlimited,25.07
United States,7,unlimited,29.43
United States,8,unlimited,31.61
United States,9,unlimited,34.88
United States,10,unlimited,37.06
United States,11,unlimited,40.33
United States,12,unlimited,43.60
United States,13,unlimited,45.78
United States,14,unlimited,47.96
United States,15,unlimited,51.23
United States,16,unlimited,53.41
United States,17,unlimited,54.50
United States,18,unlimited,56.68
United States,19,unlimited,59.95
United States,20,unlimited,62.13
United States,21,unlimited,64.31
United States,22,unlimited,65.40
United States,23,unlimited,66.49
United States,24,unlimited,67.58
United States,25,unlimited,68.67
United States,26,unlimited,69.76
United States,27,unlimited,70.85
United States,28,unlimited,71.94
United States,29,unlimited,73.03
United States,30,unlimited,75.21
United States,31,unlimited,76.30
United States,32,unlimited,77.39
United States,33,unlimited,78.48
United States,34,unlimited,79.57
United States,35,unlimited,80.66
United States,36,unlimited,81.75
United States,37,unlimited,82.84
United States,38,unlimited,83.93
United States,39,unlimited,85.02
United States,40,unlimited,86.11
United States,41,unlimited,87.20
United States,42,unlimited,88.29
United States,43,unlimited,89.38
United States,44,unlimited,90.47
United States,45,unlimited,91.56
United States,46,unlimited,92.65
United States,47,unlimited,93.74
United States,48,unlimited,94.83
United States,49,unlimited,95.92
United States,50,unlimited,97.01
United States,51,unlimited,98.10
United States,52,unlimited,99.19
United States,53,unlimited,100.28
United States,54,unlimited,101.37
United States,55,unlimited,102.46
United States,56,unlimited,103.55
United States,57,unlimited,104.64
United States,58,unlimited,105.73
United States,59,unlimited,106.82
United States,60,unlimited,107.91
United States,61,unlimited,109.00
United States,62,unlimited,110.09
United States,63,unlimited,111.18
United States,64,unlimited,112.27
United States,65,unlimited,113.36
United States,66,unlimited,114.45
United States,67,unlimited,115.54
United States,68,unlimited,116.63
United States,69,unlimited,117.72
United States,70,unlimited,118.81
United States,71,unlimited,119.90
United States,72,unlimited,120.99
United States,73,unlimited,122.08
United States,74,unlimited,123.17
United States,75,unlimited,124.26
United States,76,unlimited,125.35
United States,77,unlimited,126.44
United States,78,unlimited,127.53
United States,79,unlimited,128.62
United States,80,unlimited,129.71
United States,81,unlimited,130.80
United States,82,unlimited,131.89
United States,83,unlimited,132.98
United States,84,unlimited,134.07
United States,85,unlimited,135.16
United States,86,unlimited,136.25
United States,87,unlimited,137.34
United States,88,unlimited,138.43
United States,89,unlimited,139.52
United States,90,unlimited,140.61
Guam,5,unlimited,19.00
Guam,7,unlimited,27.00
Guam,10,unlimited,34.00
Guam,15,unlimited,47.00
Guam,20,unlimited,54.00
Hong Kong,1,unlimited,6.54
Hong Kong,2,unlimited,9.81
Hong Kong,3,unlimited,13.08
Hong Kong,4,unlimited,16.35
Hong Kong,5,unlimited,20.71
Hong Kong,6,unlimited,25.07
Hong Kong,7,unlimited,29.43
Hong Kong,8,unlimited,31.61
Hong Kong,9,unlimited,34.88
Hong Kong,10,unlimited,37.06
Hong Kong,11,unlimited,40.33
Hong Kong,12,unlimited,43.60
Hong Kong,13,unlimited,45.78
Hong Kong,14,unlimited,47.96
Hong Kong,15,unlimited,51.23
Hong Kong,16,unlimited,53.41
Hong Kong,17,unlimited,54.50
Hong Kong,18,unlimited,56.68
Hong Kong,19,unlimited,59.95
Hong Kong,20,unlimited,62.13
Hong Kong,21,unlimited,64.31
Hong Kong,22,unlimited,65.40
Hong Kong,23,unlimited,66.49
Hong Kong,24,unlimited,67.58
Hong Kong,25,unlimited,68.67
Hong Kong,26,unlimited,69.76
Hong Kong,27,unlimited,70.85
Hong Kong,28,unlimited,71.94
Hong Kong,29,unlimited,73.03
Hong Kong,30,unlimited,75.21
Hong Kong,31,unlimited,76.30
Hong Kong,32,unlimited,77.39
Hong Kong,33,unlimited,78.48
Hong Kong,34,unlimited,79.57
Hong Kong,35,unlimited,80.66
Hong Kong,36,unlimited,81.75
Hong Kong,37,unlimited,82.84
Hong Kong,38,unlimited,83.93
Hong Kong,39,unlimited,85.02
Hong Kong,40,unlimited,86.11
Hong Kong,41,unlimited,87.20
Hong Kong,42,unlimited,88.29
Hong Kong,43,unlimited,89.38
Hong Kong,44,unlimited,90.47
Hong Kong,45,unlimited,91.56
Hong Kong,46,unlimited,92.65
Hong Kong,47,unlimited,93.74
Hong Kong,48,unlimited,94.83
Hong Kong,49,unlimited,95.92
Hong Kong,50,unlimited,97.01
Hong Kong,51,unlimited,98.10
Hong Kong,52,unlimited,99.19
Hong Kong,53,unlimited,100.28
Hong Kong,54,unlimited,101.37
Hong Kong,55,unlimited,102.46
Hong Kong,56,unlimited,103.55
Hong Kong,57,unlimited,104.64
Hong Kong,58,unlimited,105.73
Hong Kong,59,unlimited,106.82
Hong Kong,60,unlimited,107.91
Hong Kong,61,unlimited,109.00
Hong Kong,62,unlimited,110.09
Hong Kong,63,unlimited,111.18
Hong Kong,64,unlimited,112.27
Hong Kong,65,unlimited,113.36
Hong Kong,66,unlimited,114.45
Hong Kong,67,unlimited,115.54
Hong Kong,68,unlimited,116.63
Hong Kong,69,unlimited,117.72
Hong Kong,70,unlimited,118.81
Hong Kong,71,unlimited,119.90
Hong Kong,72,unlimited,120.99
Hong Kong,73,unlimited,122.08
Hong Kong,74,unlimited,123.17
Hong Kong,75,unlimited,124.26
Hong Kong,76,unlimited,125.35
Hong Kong,77,unlimited,126.44
Hong Kong,78,unlimited,127.53
Hong Kong,79,unlimited,128.62
Hong Kong,80,unlimited,129.71
Hong Kong,81,unlimited,130.80
Hong Kong,82,unlimited,131.89
Hong Kong,83,unlimited,132.98
Hong Kong,84,unlimited,134.07
Hong Kong,85,unlimited,135.16
Hong Kong,86,unlimited,136.25
Hong Kong,87,unlimited,137.34
Hong Kong,88,unlimited,138.43
Hong Kong,89,unlimited,139.52
Hong Kong,90,unlimited,140.61
Indonesia,1,unlimited,6.54
Indonesia,2,unlimited,9.81
Indonesia,3,unlimited,13.08
Indonesia,4,unlimited,16.35
Indonesia,5,unlimited,20.71
Indonesia,6,unlimited,25.07
Indonesia,7,unlimited,29.43
Indonesia,8,unlimited,31.61
Indonesia,9,unlimited,34.88
Indonesia,10,unlimited,37.06
Indonesia,11,unlimited,40.33
Indonesia,12,unlimited,43.60
Indonesia,13,unlimited,45.78
Indonesia,14,unlimited,47.96
Indonesia,15,unlimited,51.23
Indonesia,16,unlimited,53.41
Indonesia,17,unlimited,54.50
Indonesia,18,unlimited,56.68
Indonesia,19,unlimited,59.95
Indonesia,20,unlimited,62.13
Indonesia,21,unlimited,64.31
Indonesia,22,unlimited,65.40
Indonesia,23,unlimited,66.49
Indonesia,24,unlimited,67.58
Indonesia,25,unlimited,68.67
Indonesia,26,unlimited,69.76
Indonesia,27,unlimited,70.85
Indonesia,28,unlimited,71.94
Indonesia,29,unlimited,73.03
Indonesia,30,unlimited,75.21
Indonesia,31,unlimited,76.30
Indonesia,32,unlimited,77.39
Indonesia,33,unlimited,78.48
Indonesia,34,unlimited,79.57
Indonesia,35,unlimited,80.66
Indonesia,36,unlimited,81.75
Indonesia,37,unlimited,82.84
Indonesia,38,unlimited,83.93
Indonesia,39,unlimited,85.02
Indonesia,40,unlimited,86.11
Indonesia,41,unlimited,87.20
Indonesia,42,unlimited,88.29
Indonesia,43,unlimited,89.38
Indonesia,44,unlimited,90.47
Indonesia,45,unlimited,91.56
Indonesia,46,unlimited,92.65
Indonesia,47,unlimited,93.74
Indonesia,48,unlimited,94.83
Indonesia,49,unlimited,95.92
Indonesia,50,unlimited,97.01
Indonesia,51,unlimited,98.10
Indonesia,52,unlimited,99.19
Indonesia,53,unlimited,100.28
Indonesia,54,unlimited,101.37
Indonesia,55,unlimited,102.46
Indonesia,56,unlimited,103.55
Indonesia,57,unlimited,104.64
Indonesia,58,unlimited,105.73
Indonesia,59,unlimited,106.82
Indonesia,60,unlimited,107.91
Indonesia,61,unlimited,109.00
Indonesia,62,unlimited,110.09
Indonesia,63,unlimited,111.18
Indonesia,64,unlimited,112.27
Indonesia,65,unlimited,113.36
Indonesia,66,unlimited,114.45
Indonesia,67,unlimited,115.54
Indonesia,68,unlimited,116.63
Indonesia,69,unlimited,117.72
Indonesia,70,unlimited,118.81
Indonesia,71,unlimited,119.90
Indonesia,72,unlimited,120.99
Indonesia,73,unlimited,122.08
Indonesia,74,unlimited,123.17
Indonesia,75,unlimited,124.26
Indonesia,76,unlimited,125.35
Indonesia,77,unlimited,126.44
Indonesia,78,unlimited,127.53
Indonesia,79,unlimited,128.62
Indonesia,80,unlimited,129.71
Indonesia,81,unlimited,130.80
Indonesia,82,unlimited,131.89
Indonesia,83,unlimited,132.98
Indonesia,84,unlimited,134.07
Indonesia,85,unlimited,135.16
Indonesia,86,unlimited,136.25
Indonesia,87,unlimited,137.34
Indonesia,88,unlimited,138.43
Indonesia,89,unlimited,139.52
Indonesia,90,unlimited,140.61
United Arab Emirates,1,unlimited,6.54
United Arab Emirates,2,unlimited,9.81
United Arab Emirates,3,unlimited,13.08
United Arab Emirates,4,unlimited,16.35
United Arab Emirates,5,unlimited,20.71
United Arab Emirates,6,unlimited,25.07
United Arab Emirates,7,unlimited,29.43
United Arab Emirates,8,unlimited,31.61
United Arab Emirates,9,unlimited,34.88
United Arab Emirates,10,unlimited,37.06
United Arab Emirates,11,unlimited,40.33
United Arab Emirates,12,unlimited,43.60
United Arab Emirates,13,unlimited,45.78
United Arab Emirates,14,unlimited,47.96
United Arab Emirates,15,unlimited,51.23
United Arab Emirates,16,unlimited,53.41
United Arab Emirates,17,unlimited,54.50
United Arab Emirates,18,unlimited,56.68
United Arab Emirates,19,unlimited,59.95
United Arab Emirates,20,unlimited,62.13
South Korea,1,unlimited,6.54
South Korea,2,unlimited,9.81
South Korea,3,unlimited,13.08
South Korea,4,unlimited,16.35
South Korea,5,unlimited,20.71
South Korea,6,unlimited,25.07
South Korea,7,unlimited,29.43
South Korea,8,unlimited,31.61
South Korea,9,unlimited,34.88
South Korea,10,unlimited,37.06
South Korea,11,unlimited,40.33
South Korea,12,unlimited,43.60
South Korea,13,unlimited,45.78
South Korea,14,unlimited,47.96
South Korea,15,unlimited,51.23
South Korea,16,unlimited,53.41
South Korea,17,unlimited,54.50
South Korea,18,unlimited,56.68
South Korea,19,unlimited,59.95
South Korea,20,unlimited,62.13
South Korea,21,unlimited,64.31
South Korea,22,unlimited,65.40
South Korea,23,unlimited,66.49
South Korea,24,unlimited,67.58
South Korea,25,unlimited,68.67
South Korea,26,unlimited,69.76
South Korea,27,unlimited,70.85
South Korea,28,unlimited,71.94
South Korea,29,unlimited,73.03
South Korea,30,unlimited,75.21
South Korea,31,unlimited,76.30
South Korea,32,unlimited,77.39
South Korea,33,unlimited,78.48
South Korea,34,unlimited,79.57
South Korea,35,unlimited,80.66
South Korea,36,unlimited,81.75
South Korea,37,unlimited,82.84
South Korea,38,unlimited,83.93
South Korea,39,unlimited,85.02
South Korea,40,unlimited,86.11
South Korea,41,unlimited,87.20
South Korea,42,unlimited,88.29
South Korea,43,unlimited,89.38
South Korea,44,unlimited,90.47
South Korea,45,unlimited,91.56
South Korea,46,unlimited,92.65
South Korea,47,unlimited,93.74
South Korea,48,unlimited,94.83
South Korea,49,unlimited,95.92
South Korea,50,unlimited,97.01
South Korea,51,unlimited,98.10
South Korea,52,unlimited,99.19
South Korea,53,unlimited,100.28
South Korea,54,unlimited,101.37
South Korea,55,unlimited,102.46
South Korea,56,unlimited,103.55
South Korea,57,unlimited,104.64
South Korea,58,unlimited,105.73
South Korea,59,unlimited,106.82
South Korea,60,unlimited,107.91
South Korea,61,unlimited,109.00
South Korea,62,unlimited,110.09
South Korea,63,unlimited,111.18
South Korea,64,unlimited,112.27
South Korea,65,unlimited,113.36
South Korea,66,unlimited,114.45
South Korea,67,unlimited,115.54
South Korea,68,unlimited,116.63
South Korea,69,unlimited,117.72
South Korea,70,unlimited,118.81
South Korea,71,unlimited,119.90
South Korea,72,unlimited,120.99
South Korea,73,unlimited,122.08
South Korea,74,unlimited,123.17
South Korea,75,unlimited,124.26
South Korea,76,unlimited,125.35
South Korea,77,unlimited,126.44
South Korea,78,unlimited,127.53
South Korea,79,unlimited,128.62
South Korea,80,unlimited,129.71
South Korea,81,unlimited,130.80
South Korea,82,unlimited,131.89
South Korea,83,unlimited,132.98
South Korea,84,unlimited,134.07
South Korea,85,unlimited,135.16
South Korea,86,unlimited,136.25
South Korea,87,unlimited,137.34
South Korea,88,unlimited,138.43
South Korea,89,unlimited,139.52
South Korea,90,unlimited,140.61
Cambodia,1,unlimited,6.54
Cambodia,2,unlimited,9.81
Cambodia,3,unlimited,13.08
Cambodia,4,unlimited,16.35
Cambodia,5,unlimited,20.71
Cambodia,6,unlimited,25.07
Cambodia,7,unlimited,29.43
Cambodia,8,unlimited,31.61
Cambodia,9,unlimited,34.88
Cambodia,10,unlimited,37.06
Cambodia,11,unlimited,40.33
Cambodia,12,unlimited,43.60
Cambodia,13,unlimited,45.78
Cambodia,14,unlimited,47.96
Cambodia,15,unlimited,51.23
Cambodia,16,unlimited,53.41
Cambodia,17,unlimited,54.50
Cambodia,18,unlimited,56.68
Cambodia,19,unlimited,59.95
Cambodia,20,unlimited,62.13
Cambodia,21,unlimited,64.31
Cambodia,22,unlimited,65.40
Cambodia,23,unlimited,66.49
Cambodia,24,unlimited,67.58
Cambodia,25,unlimited,68.67
Cambodia,26,unlimited,69.76
Cambodia,27,unlimited,70.85
Cambodia,28,unlimited,71.94
Cambodia,29,unlimited,73.03
Cambodia,30,unlimited,75.21
Cambodia,31,unlimited,76.30
Cambodia,32,unlimited,77.39
Cambodia,33,unlimited,78.48
Cambodia,34,unlimited,79.57
Cambodia,35,unlimited,80.66
Cambodia,36,unlimited,81.75
Cambodia,37,unlimited,82.84
Cambodia,38,unlimited,83.93
Cambodia,39,unlimited,85.02
Cambodia,40,unlimited,86.11
Cambodia,41,unlimited,87.20
Cambodia,42,unlimited,88.29
Cambodia,43,unlimited,89.38
Cambodia,44,unlimited,90.47
Cambodia,45,unlimited,91.56
Cambodia,46,unlimited,92.65
Cambodia,47,unlimited,93.74
Cambodia,48,unlimited,94.83
Cambodia,49,unlimited,95.92
Cambodia,50,unlimited,97.01
Cambodia,51,unlimited,98.10
Cambodia,52,unlimited,99.19
Cambodia,53,unlimited,100.28
Cambodia,54,unlimited,101.37
Cambodia,55,unlimited,102.46
Cambodia,56,unlimited,103.55
Cambodia,57,unlimited,104.64
Cambodia,58,unlimited,105.73
Cambodia,59,unlimited,106.82
Cambodia,60,unlimited,107.91
Cambodia,61,unlimited,109.00
Cambodia,62,unlimited,110.09
Cambodia,63,unlimited,111.18
Cambodia,64,unlimited,112.27
Cambodia,65,unlimited,113.36
Cambodia,66,unlimited,114.45
Cambodia,67,unlimited,115.54
Cambodia,68,unlimited,116.63
Cambodia,69,unlimited,117.72
Cambodia,70,unlimited,118.81
Cambodia,71,unlimited,119.90
Cambodia,72,unlimited,120.99
Cambodia,73,unlimited,122.08
Cambodia,74,unlimited,123.17
Cambodia,75,unlimited,124.26
Cambodia,76,unlimited,125.35
Cambodia,77,unlimited,126.44
Cambodia,78,unlimited,127.53
Cambodia,79,unlimited,128.62
Cambodia,80,unlimited,129.71
Cambodia,81,unlimited,130.80
Cambodia,82,unlimited,131.89
Cambodia,83,unlimited,132.98
Cambodia,84,unlimited,134.07
Cambodia,85,unlimited,135.16
Cambodia,86,unlimited,136.25
Cambodia,87,unlimited,137.34
Cambodia,88,unlimited,138.43
Cambodia,89,unlimited,139.52
Cambodia,90,unlimited,140.61
Mongolia,5,unlimited,29.00
Mongolia,7,unlimited,37.00
Mongolia,10,unlimited,44.00
Mongolia,15,unlimited,47.00
Mongolia,20,unlimited,59.00
Mongolia,30,unlimited,79.00
Brazil,1,unlimited,7.63
Brazil,2,unlimited,9.81
Brazil,3,unlimited,13.08
Brazil,4,unlimited,16.35
Brazil,5,unlimited,20.71
Brazil,6,unlimited,25.07
Brazil,7,unlimited,29.43
Brazil,8,unlimited,31.61
Brazil,9,unlimited,34.88
Brazil,10,unlimited,37.06
Brazil,11,unlimited,40.33
Brazil,12,unlimited,43.60
Brazil,13,unlimited,45.78
Brazil,14,unlimited,47.96
Brazil,15,unlimited,51.23
Brazil,16,unlimited,53.41
Brazil,17,unlimited,54.50
Brazil,18,unlimited,56.68
Brazil,19,unlimited,59.95
Brazil,20,unlimited,62.13
Brazil,21,unlimited,65.40
Brazil,22,unlimited,68.67
Brazil,23,unlimited,71.94
Brazil,24,unlimited,75.21
Brazil,25,unlimited,78.48
Brazil,26,unlimited,81.75
Brazil,27,unlimited,85.02
Brazil,28,unlimited,88.29
Brazil,29,unlimited,91.56
Brazil,30,unlimited,94.83
Brazil,31,unlimited,98.10
Brazil,32,unlimited,101.37
Brazil,33,unlimited,104.64
Brazil,34,unlimited,107.91
Brazil,35,unlimited,111.18
Brazil,36,unlimited,114.45
Brazil,37,unlimited,117.72
Brazil,38,unlimited,120.99
Brazil,39,unlimited,124.26
Brazil,40,unlimited,127.53
Brazil,41,unlimited,130.80
Brazil,42,unlimited,134.07
Brazil,43,unlimited,137.34
Brazil,44,unlimited,140.61
Brazil,45,unlimited,143.88
Brazil,46,unlimited,147.15
Brazil,47,unlimited,150.42
Brazil,48,unlimited,153.69
Brazil,49,unlimited,156.96
Brazil,50,unlimited,160.23
Brazil,51,unlimited,163.50
Brazil,52,unlimited,166.77
Brazil,53,unlimited,170.04
Brazil,54,unlimited,173.31
Brazil,55,unlimited,176.58
Brazil,56,unlimited,179.85
Brazil,57,unlimited,183.12
Brazil,58,unlimited,186.39
Brazil,59,unlimited,189.66
Brazil,60,unlimited,192.93
Brazil,61,unlimited,196.20
Brazil,62,unlimited,199.47
Brazil,63,unlimited,202.74
Brazil,64,unlimited,206.01
Brazil,65,unlimited,209.28
Brazil,66,unlimited,212.55
Brazil,67,unlimited,215.82
Brazil,68,unlimited,219.09
Brazil,69,unlimited,222.36
Brazil,70,unlimited,225.63
Brazil,71,unlimited,228.90
Brazil,72,unlimited,232.17
Brazil,73,unlimited,235.44
Brazil,74,unlimited,238.71
Brazil,75,unlimited,241.98
Brazil,76,unlimited,245.25
Brazil,77,unlimited,248.52
Brazil,78,unlimited,251.79
Brazil,79,unlimited,255.06
Brazil,80,unlimited,258.33
Brazil,81,unlimited,261.60
Brazil,82,unlimited,264.87
Brazil,83,unlimited,268.14
